0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.951951125711050450e-01
0.000000000000000000e+00,1.000000000000000021e-03,0.000000000000000000e+00,5.060052878908882779e-01
0.000000000000000000e+00,2.000000000000000042e-03,0.000000000000000000e+00,4.617231093128628117e-01
0.000000000000000000e+00,3.000000000000000062e-03,0.000000000000000000e+00,5.016153909951323042e-01
0.000000000000000000e+00,4.000000000000000083e-03,0.000000000000000000e+00,4.478757156956301722e-01
0.000000000000000000e+00,5.000000000000000104e-03,0.000000000000000000e+00,4.998736657007117334e-01
0.000000000000000000e+00,6.000000000000000125e-03,0.000000000000000000e+00,5.468080039452669627e-01
0.000000000000000000e+00,7.000000000000000146e-03,0.000000000000000000e+00,4.802993506473783869e-01
0.000000000000000000e+00,8.000000000000000167e-03,0.000000000000000000e+00,4.667047211638870041e-01
0.000000000000000000e+00,9.000000000000001055e-03,0.000000000000000000e+00,4.617284553317480555e-01
0.000000000000000000e+00,1.000000000000000021e-02,0.000000000000000000e+00,4.513005451549526592e-01
0.000000000000000000e+00,1.099999999999999936e-02,0.000000000000000000e+00,5.069431362305416577e-01
0.000000000000000000e+00,1.200000000000000025e-02,0.000000000000000000e+00,4.964986944973484029e-01
0.000000000000000000e+00,1.300000000000000114e-02,0.000000000000000000e+00,4.462997868208471441e-01
0.000000000000000000e+00,1.400000000000000029e-02,0.000000000000000000e+00,4.986148197221012546e-01
0.000000000000000000e+00,1.499999999999999944e-02,0.000000000000000000e+00,4.610904121916206688e-01
0.000000000000000000e+00,1.600000000000000033e-02,0.000000000000000000e+00,5.271429080801621758e-01
0.000000000000000000e+00,1.700000000000000122e-02,0.000000000000000000e+00,4.910266896401698222e-01
0.000000000000000000e+00,1.800000000000000211e-02,0.000000000000000000e+00,5.739839735850851277e-01
0.000000000000000000e+00,1.899999999999999953e-02,0.000000000000000000e+00,5.706790560208332419e-01
0.000000000000000000e+00,2.000000000000000042e-02,0.000000000000000000e+00,5.524592238713949000e-01
0.000000000000000000e+00,2.100000000000000130e-02,0.000000000000000000e+00,5.382501987048884384e-01
0.000000000000000000e+00,2.199999999999999872e-02,0.000000000000000000e+00,5.249133930603615550e-01
0.000000000000000000e+00,2.299999999999999961e-02,0.000000000000000000e+00,5.130490510128740134e-01
0.000000000000000000e+00,2.400000000000000050e-02,0.000000000000000000e+00,5.140273088998881246e-01
0.000000000000000000e+00,2.500000000000000139e-02,0.000000000000000000e+00,4.639985574377873956e-01
0.000000000000000000e+00,2.600000000000000228e-02,0.000000000000000000e+00,4.110420212195141088e-01
0.000000000000000000e+00,2.699999999999999969e-02,0.000000000000000000e+00,4.798356679561565641e-01
0.000000000000000000e+00,2.800000000000000058e-02,0.000000000000000000e+00,4.614243347597585254e-01
0.000000000000000000e+00,2.900000000000000147e-02,0.000000000000000000e+00,5.001317424090174768e-01
0.000000000000000000e+00,2.999999999999999889e-02,0.000000000000000000e+00,4.758059333728140716e-01
0.000000000000000000e+00,3.099999999999999978e-02,0.000000000000000000e+00,5.346683248570265334e-01
0.000000000000000000e+00,3.200000000000000067e-02,0.000000000000000000e+00,5.045799640372622408e-01
0.000000000000000000e+00,3.300000000000000155e-02,0.000000000000000000e+00,5.917210829848699172e-01
0.000000000000000000e+00,3.400000000000000244e-02,0.000000000000000000e+00,5.763632550573721813e-01
0.000000000000000000e+00,3.500000000000000333e-02,0.000000000000000000e+00,5.612538710570418310e-01
0.000000000000000000e+00,3.600000000000000422e-02,0.000000000000000000e+00,5.664322315552290377e-01
0.000000000000000000e+00,3.699999999999999817e-02,0.000000000000000000e+00,5.033178776006312916e-01
0.000000000000000000e+00,3.799999999999999906e-02,0.000000000000000000e+00,4.823379531618747218e-01
0.000000000000000000e+00,3.899999999999999994e-02,0.000000000000000000e+00,4.700996525759410516e-01
0.000000000000000000e+00,4.000000000000000083e-02,0.000000000000000000e+00,5.373694100770878279e-01
0.000000000000000000e+00,4.100000000000000172e-02,0.000000000000000000e+00,5.597350084411027993e-01
0.000000000000000000e+00,4.200000000000000261e-02,0.000000000000000000e+00,5.595417153600312776e-01
0.000000000000000000e+00,4.300000000000000350e-02,0.000000000000000000e+00,5.143651645636482250e-01
0.000000000000000000e+00,4.399999999999999745e-02,0.000000000000000000e+00,5.479776656637251886e-01
0.000000000000000000e+00,4.499999999999999833e-02,0.000000000000000000e+00,5.528173380324170605e-01
0.000000000000000000e+00,4.599999999999999922e-02,0.000000000000000000e+00,6.209772078491067049e-01
0.000000000000000000e+00,4.700000000000000011e-02,0.000000000000000000e+00,5.818715477402861547e-01
0.000000000000000000e+00,4.800000000000000100e-02,0.000000000000000000e+00,5.619297234882439929e-01
0.000000000000000000e+00,4.900000000000000189e-02,0.000000000000000000e+00,5.626691612139946841e-01
0.000000000000000000e+00,5.000000000000000278e-02,0.000000000000000000e+00,5.056721149283767147e-01
0.000000000000000000e+00,5.100000000000000366e-02,0.000000000000000000e+00,4.894509267795090213e-01
0.000000000000000000e+00,5.200000000000000455e-02,0.000000000000000000e+00,4.875702780967839378e-01
0.000000000000000000e+00,5.299999999999999850e-02,0.000000000000000000e+00,5.392317590989212928e-01
0.000000000000000000e+00,5.399999999999999939e-02,0.000000000000000000e+00,5.762919870943490341e-01
0.000000000000000000e+00,5.500000000000000028e-02,0.000000000000000000e+00,5.589970571179161407e-01
